pose,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,starting_cost,final_cost,resulting_cost,message_validation,sets_counter,reps_counter
0,0.38891035318374634,0.2606590688228607,-0.13517852127552032,0.9988000988960266,0.4024645686149597,0.2368200570344925,-0.13306817412376404,0.9987501502037048,0.41022810339927673,0.2351648062467575,-0.13332702219486237,0.9987149238586426,0.4176415503025055,0.23343868553638458,-0.133565753698349,0.9988413453102112,0.38357582688331604,0.23883526027202606,-0.09857780486345291,0.9988064169883728,0.37771570682525635,0.23915031552314758,-0.09835468977689743,0.9986193776130676,0.37288790941238403,0.23961026966571808,-0.09832187741994858,0.9986564517021179,0.4376296103000641,0.23894090950489044,-0.07795323431491852,0.9988613128662109,0.38173550367355347,0.24498780071735382,0.07962051033973694,0.9989146590232849,0.4059823453426361,0.2860713303089142,-0.1123863086104393,0.9984014630317688,0.38555729389190674,0.2893799841403961,-0.06668389588594437,0.9984732866287231,0.48321351408958435,0.34255683422088623,-0.14984968304634094,0.9991515278816223,0.3898797631263733,0.3763020634651184,0.2520807385444641,0.9979874491691589,0.5898963212966919,0.4746796786785126,-0.2430071085691452,0.9936005473136902,0.37512171268463135,0.550719678401947,0.3807982802391052,0.2936653792858124,0.6656217575073242,0.6292543411254883,-0.4228164255619049,0.9740772843360901,0.33903735876083374,0.7025894522666931,0.31509116291999817,0.4545758366584778,0.6884958148002625,0.67916339635849,-0.4783662259578705,0.9575859904289246,0.3313145339488983,0.7451795339584351,0.31156399846076965,0.45500248670578003,0.6577239632606506,0.689961850643158,-0.5039383172988892,0.9582836627960205,0.3400675654411316,0.7483490109443665,0.26187726855278015,0.4624020457267761,0.6434211730957031,0.6742613315582275,-0.4341461658477783,0.9577111005783081,0.3468179702758789,0.7324554920196533,0.2923718988895416,0.46877527236938477,0.45316511392593384,0.7237299084663391,-0.12304713577032089,0.992772102355957,0.39428019523620605,0.729396641254425,0.1231129989027977,0.9883328676223755,0.44967785477638245,0.9869139790534973,-0.15590694546699524,0.7107385396957397,0.38036781549453735,0.9699341058731079,0.11957292258739471,0.5095630288124084,0.48841580748558044,1.2176986932754517,0.062088411301374435,0.4460063576698303,0.4008409082889557,1.2022545337677002,0.25578030943870544,0.32480373978614807,0.5075106024742126,1.2489408254623413,0.058567482978105545,0.44693857431411743,0.41794347763061523,1.237594723701477,0.2648322880268097,0.3936913013458252,0.42470020055770874,1.3030226230621338,-0.09263886511325836,0.36836501955986023,0.35186827182769775,1.2862380743026733,0.15610329806804657,0.2916703522205353,12.66,13.91,15.54,Wrong Position,0,0
1,0.390564501285553,0.2607150971889496,-0.26693594455718994,0.9999880790710449,0.40443187952041626,0.23616552352905273,-0.26206690073013306,0.9999746084213257,0.4137568473815918,0.23473089933395386,-0.2623576521873474,0.9999790191650391,0.4223254323005676,0.23343157768249512,-0.2626626789569855,0.9999856948852539,0.3843110501766205,0.23950538039207458,-0.23669549822807312,0.9999585151672363,0.37930554151535034,0.23985505104064941,-0.23645463585853577,0.9999399185180664,0.3757156729698181,0.23932510614395142,-0.23646888136863708,0.9999312162399292,0.43826884031295776,0.24160122871398926,-0.17527492344379425,0.9999905824661255,0.37961965799331665,0.24866285920143127,-0.06385039538145065,0.9999077320098877,0.4084881842136383,0.2840905487537384,-0.230899840593338,0.9999920129776001,0.38501402735710144,0.28748318552970886,-0.19856120645999908,0.9999750852584839,0.4790073037147522,0.34233176708221436,-0.2140253782272339,0.9999973773956299,0.3845296800136566,0.3769820034503937,0.14787307381629944,0.9994238615036011,0.5903130769729614,0.4772101044654846,-0.24737605452537537,0.9995166063308716,0.3742767572402954,0.550720751285553,0.2707398235797882,0.4609070122241974,0.6656056046485901,0.6300979256629944,-0.3629035949707031,0.9985365867614746,0.33234596252441406,0.7089806199073792,0.16243135929107666,0.66963791847229,0.6939325928688049,0.6762392520904541,-0.41249388456344604,0.9953773021697998,0.322861909866333,0.7539914846420288,0.15403327345848083,0.6377045512199402,0.6648168563842773,0.6895831823348999,-0.4461306929588318,0.9956455826759338,0.32359427213668823,0.7558944821357727,0.08628211170434952,0.6629554629325867,0.6536329984664917,0.6821417212486267,-0.37564516067504883,0.9945679903030396,0.3309166133403778,0.7408941388130188,0.13034918904304504,0.6671404838562012,0.4728856682777405,0.7135201692581177,-0.09843320399522781,0.9975824356079102,0.4066874086856842,0.71207195520401,0.0987016037106514,0.9911053776741028,0.46326810121536255,0.9594953656196594,-0.10696031898260117,0.6644731163978577,0.37979233264923096,0.9649480581283569,0.05533884838223457,0.5511287450790405,0.4819541573524475,1.2007927894592285,0.05380256846547127,0.3277498185634613,0.4072405695915222,1.1866836547851562,0.20316223800182343,0.189749613404274,0.4974777102470398,1.22770357131958,0.06177837774157524,0.2442673295736313,0.4207826554775238,1.215756893157959,0.21073146164417267,0.2180519551038742,0.4443703293800354,1.2916152477264404,-0.07826437801122665,0.19697162508964539,0.3818478584289551,1.274566888809204,0.0802905410528183,0.13636024296283722,11.87,14.74,17.2,Wrong Position,1,0
1,0.3903244137763977,0.2703583538532257,-0.16685986518859863,0.9999885559082031,0.4037514328956604,0.2436978965997696,-0.16422240436077118,0.9999757409095764,0.41258716583251953,0.24105295538902283,-0.16450199484825134,0.9999799728393555,0.4210440218448639,0.23853176832199097,-0.16479118168354034,0.9999861717224121,0.38447263836860657,0.24727457761764526,-0.13246501982212067,0.9999607801437378,0.380133718252182,0.24722570180892944,-0.13221295177936554,0.9999433755874634,0.3765508532524109,0.24718524515628815,-0.13217827677726746,0.9999349117279053,0.4382096827030182,0.24428023397922516,-0.09823913872241974,0.9999908804893494,0.38238486647605896,0.25223666429519653,0.04504368454217911,0.9999136328697205,0.40845656394958496,0.2918102443218231,-0.13913558423519135,0.9999921917915344,0.3854503929615021,0.29577091336250305,-0.0975840762257576,0.999975860118866,0.4792342782020569,0.3443167507648468,-0.16788777709007263,0.9999975562095642,0.38933664560317993,0.3799171447753906,0.22988823056221008,0.9994552731513977,0.5916348099708557,0.4777621328830719,-0.22601774334907532,0.9995206594467163,0.3777766525745392,0.5549450516700745,0.3236628472805023,0.4658793807029724,0.6656121015548706,0.62920743227005,-0.336772620677948,0.9985529780387878,0.34180736541748047,0.714117705821991,0.21239617466926575,0.6769284009933472,0.6921007633209229,0.6744233965873718,-0.38629645109176636,0.9954453110694885,0.33179742097854614,0.7578755617141724,0.20166364312171936,0.6456338167190552,0.6622719764709473,0.6893209218978882,-0.412109375,0.9957089424133301,0.3314826488494873,0.761056661605835,0.14296549558639526,0.6697962880134583,0.6491939425468445,0.6796114444732666,-0.34688010811805725,0.9946475028991699,0.3389936089515686,0.7467461228370667,0.18354253470897675,0.6734776496887207,0.47259417176246643,0.7152220606803894,-0.1158510223031044,0.9977105259895325,0.4069302976131439,0.714802622795105,0.11603552103042603,0.9914724230766296,0.4545644223690033,0.9611607789993286,-0.19894364476203918,0.6555441617965698,0.37987658381462097,0.9568784832954407,0.05601205304265022,0.5216934084892273,0.48833364248275757,1.196053147315979,-0.050900645554065704,0.31548815965652466,0.4020354747772217,1.178532361984253,0.20257548987865448,0.17743811011314392,0.5119983553886414,1.2234272956848145,-0.04031185060739517,0.24415840208530426,0.4182014465332031,1.2112146615982056,0.21065516769886017,0.20998968183994293,0.4464358687400818,1.2885504961013794,-0.1551722288131714,0.19109036028385162,0.3584306836128235,1.266244649887085,0.09894923865795135,0.12853209674358368,11.87,14.74,16.64,Wrong Position,1,0
1,0.3903161287307739,0.2730334997177124,-0.1375831514596939,0.9999887943267822,0.4036427438259125,0.2458164244890213,-0.13473165035247803,0.9999761581420898,0.41229596734046936,0.24287022650241852,-0.13501033186912537,0.9999804496765137,0.4208519458770752,0.2400907576084137,-0.1352967619895935,0.9999862313270569,0.3852002024650574,0.24930526316165924,-0.10407666116952896,0.9999622106552124,0.38148385286331177,0.24926304817199707,-0.10382070392370224,0.9999457597732544,0.3776688575744629,0.24936145544052124,-0.1038074940443039,0.9999371767044067,0.4384518563747406,0.24590237438678741,-0.0712125301361084,0.9999909996986389,0.38466817140579224,0.25351324677467346,0.06626783311367035,0.9999182224273682,0.4084022641181946,0.29488998651504517,-0.11086895316839218,0.9999920725822449,0.3861303925514221,0.2981640696525574,-0.07093336433172226,0.9999759197235107,0.47926029562950134,0.34430673718452454,-0.15069107711315155,0.9999976754188538,0.3929232060909271,0.382789671421051,0.2505492568016052,0.9994754791259766,0.5916234254837036,0.4778030514717102,-0.20936381816864014,0.999515950679779,0.3822239637374878,0.5584741234779358,0.3453655242919922,0.46283993124961853,0.6655629873275757,0.6292078495025635,-0.30996865034103394,0.9985382556915283,0.3472293019294739,0.7176918387413025,0.24322697520256042,0.6766387820243835,0.6891593933105469,0.6744252443313599,-0.3561193346977234,0.9954351782798767,0.3367280066013336,0.7619912624359131,0.23622480034828186,0.6475909948348999,0.6606792211532593,0.6893723011016846,-0.3807050585746765,0.9956957101821899,0.3357716202735901,0.766059935092926,0.17796947062015533,0.6708289980888367,0.6469694972038269,0.6792402267456055,-0.31920626759529114,0.9946405291557312,0.3432806134223938,0.7514652609825134,0.21497173607349396,0.6739698052406311,0.47446560859680176,0.7161341309547424,-0.12098592519760132,0.997779130935669,0.4107009768486023,0.7185456156730652,0.1211933046579361,0.991638720035553,0.44867587089538574,0.9669945240020752,-0.20790283381938934,0.6548651456832886,0.38045066595077515,0.9492107033729553,0.051060475409030914,0.49858441948890686,0.47717490792274475,1.1961209774017334,-0.06380736082792282,0.3067767024040222,0.39976438879966736,1.1789625883102417,0.17526696622371674,0.16749922931194305,0.5023419857025146,1.2245056629180908,-0.053490620106458664,0.24994505941867828,0.41669216752052307,1.2119861841201782,0.18258622288703918,0.20535989105701447,0.4304839074611664,1.2886701822280884,-0.16072846949100494,0.1868276447057724,0.34872493147850037,1.2663050889968872,0.08511456102132797,0.12209075689315796,11.87,14.74,16.81,Wrong Position,1,0
1,0.39031723141670227,0.2762036919593811,-0.1474100947380066,0.9999892711639404,0.4033358097076416,0.24823179841041565,-0.14681048691272736,0.999977171421051,0.41170182824134827,0.24493099749088287,-0.1470704972743988,0.9999813437461853,0.42027121782302856,0.24160538613796234,-0.14734284579753876,0.9999867081642151,0.3856555223464966,0.25208985805511475,-0.11346639692783356,0.9999642372131348,0.3820905089378357,0.25228461623191833,-0.11320579051971436,0.9999488592147827,0.37812212109565735,0.2527550458908081,-0.11318105459213257,0.9999404549598694,0.43847164511680603,0.24678336083889008,-0.08781146258115768,0.9999913573265076,0.3860407769680023,0.25569283962249756,0.0622093603014946,0.9999234080314636,0.4082445502281189,0.29775920510292053,-0.12223903089761734,0.999992311000824,0.38692042231559753,0.3012757897377014,-0.07849464565515518,0.9999767541885376,0.4797167181968689,0.34455952048301697,-0.15824656188488007,0.9999977946281433,0.39613205194473267,0.38365504145622253,0.2453276365995407,0.999500572681427,0.5920926332473755,0.47858113050460815,-0.2141791135072708,0.9995229840278625,0.38364890217781067,0.5592972040176392,0.34717339277267456,0.46785968542099,0.6655738949775696,0.6292104721069336,-0.31630662083625793,0.9985694885253906,0.3505447804927826,0.71876060962677,0.23925483226776123,0.6865728497505188,0.6884862184524536,0.6744446158409119,-0.36386093497276306,0.9955323934555054,0.3399758040904999,0.7623811960220337,0.22877642512321472,0.658221960067749,0.6598615646362305,0.6894555687904358,-0.3896651566028595,0.9957869648933411,0.33968421816825867,0.7662203907966614,0.17066590487957,0.6805295348167419,0.6458438634872437,0.6786621809005737,-0.32601198554039,0.9947548508644104,0.3473365604877472,0.7518599629402161,0.21074864268302917,0.6830398440361023,0.47373834252357483,0.7176810503005981,-0.12315734475851059,0.9978579878807068,0.41059380769729614,0.719490110874176,0.12336089462041855,0.9918839931488037,0.4410684108734131,0.972499430179596,-0.19989719986915588,0.6516079306602478,0.38057848811149597,0.9501336216926575,0.05127400904893875,0.4810393154621124,0.4627312123775482,1.1965522766113281,-0.033521272242069244,0.29927048087120056,0.3994124233722687,1.1792705059051514,0.17602017521858215,0.15959396958351135,0.4865976870059967,1.225030541419983,-0.021758751943707466,0.2535039186477661,0.41665634512901306,1.2135372161865234,0.18668922781944275,0.2017570436000824,0.4098988473415375,1.291176438331604,-0.13785268366336823,0.1840376853942871,0.35032427310943604,1.2679383754730225,0.09538421779870987,0.11747735738754272,11.87,14.74,16.88,Wrong Position,1,0
1,0.3902357816696167,0.2770656645298004,-0.15224066376686096,0.9999889731407166,0.4025722146034241,0.24912533164024353,-0.15043845772743225,0.9999768733978271,0.4106791913509369,0.24593225121498108,-0.15072742104530334,0.999981164932251,0.4192773401737213,0.2425353229045868,-0.1509859263896942,0.9999862909317017,0.38573166728019714,0.2530043423175812,-0.11597104370594025,0.9999644160270691,0.38209834694862366,0.25339972972869873,-0.1157521978020668,0.9999493956565857,0.3781471848487854,0.253822922706604,-0.11574392020702362,0.9999406337738037,0.43850746750831604,0.2478650063276291,-0.09137742966413498,0.9999911189079285,0.3863063156604767,0.257040798664093,0.06274957954883575,0.999925434589386,0.4070115089416504,0.29927557706832886,-0.12787480652332306,0.9999918341636658,0.3870540261268616,0.3026420474052429,-0.08309828490018845,0.9999755024909973,0.4798300862312317,0.34537041187286377,-0.16820062696933746,0.9999978542327881,0.4001547396183014,0.3871186375617981,0.25446489453315735,0.9995081424713135,0.5930439829826355,0.47947657108306885,-0.2593960464000702,0.9995207786560059,0.38530683517456055,0.5645244121551514,0.35379257798194885,0.46695905923843384,0.6650679707527161,0.6293427348136902,-0.4039604663848877,0.9985734224319458,0.35179612040519714,0.7210565209388733,0.2504475712776184,0.6858367323875427,0.6882862448692322,0.6745167970657349,-0.4599526524543762,0.9955624341964722,0.3409327268600464,0.7643114328384399,0.2455883026123047,0.6577161550521851,0.6598738431930542,0.6900710463523865,-0.47981056571006775,0.9958081245422363,0.3409859538078308,0.7685593366622925,0.18758761882781982,0.6791727542877197,0.6455272436141968,0.6786823272705078,-0.41271647810935974,0.9947612285614014,0.34825968742370605,0.7561509013175964,0.2224532812833786,0.6812266111373901,0.4739811420440674,0.7202408909797668,-0.13077759742736816,0.9978787899017334,0.4132055342197418,0.723297119140625,0.13098034262657166,0.9919440746307373,0.44326287508010864,0.9760759472846985,-0.20661456882953644,0.636441171169281,0.38262397050857544,0.9518086910247803,0.06501741707324982,0.45311594009399414,0.46456417441368103,1.1972442865371704,-0.04926389083266258,0.28415098786354065,0.4008776545524597,1.1822936534881592,0.18143297731876373,0.14886271953582764,0.4901973605155945,1.2259845733642578,-0.03791635483503342,0.25493526458740234,0.4179917275905609,1.218318223953247,0.19050876796245575,0.19413340091705322,0.41718658804893494,1.2913284301757812,-0.14723078906536102,0.17673204839229584,0.35329070687294006,1.2688138484954834,0.09702763706445694,0.11065632104873657,11.87,14.74,17.38,Wrong Position,1,0
1,0.3895570933818817,0.2787584364414215,-0.15824608504772186,0.9999889135360718,0.40055543184280396,0.2510160505771637,-0.16090664267539978,0.9999769330024719,0.40780043601989746,0.24773775041103363,-0.1611674726009369,0.9999813437461853,0.416140079498291,0.24396266043186188,-0.16141965985298157,0.9999861121177673,0.3854246139526367,0.25466397404670715,-0.1236540898680687,0.9999650120735168,0.38194626569747925,0.2549486756324768,-0.12341450154781342,0.9999504685401917,0.3781389594078064,0.25513407588005066,-0.12340781837701797,0.9999414086341858,0.4382031559944153,0.24789370596408844,-0.10448165237903595,0.9999911785125732,0.38706347346305847,0.2575832009315491,0.05798904225230217,0.9999285340309143,0.40562504529953003,0.30079081654548645,-0.13584187626838684,0.9999916553497314,0.38714855909347534,0.3039887845516205,-0.08697284013032913,0.9999750256538391,0.4802979528903961,0.3453620374202728,-0.18244853615760803,0.9999979138374329,0.40644460916519165,0.38704168796539307,0.25846678018569946,0.9995177388191223,0.5947993993759155,0.4792706072330475,-0.28462305665016174,0.9995303750038147,0.39167436957359314,0.5637760162353516,0.3738637864589691,0.45984479784965515,0.6652616858482361,0.629423975944519,-0.42515110969543457,0.9985877275466919,0.35706597566604614,0.7136989235877991,0.28053224086761475,0.6854382753372192,0.6883030533790588,0.6745339035987854,-0.4806675910949707,0.9955959320068359,0.34507206082344055,0.7583169937133789,0.27621835470199585,0.6580238342285156,0.6598985195159912,0.6902009844779968,-0.5037397742271423,0.9958443641662598,0.3450303077697754,0.7611428499221802,0.21877840161323547,0.678770899772644,0.6454611420631409,0.6786215901374817,-0.4347321391105652,0.9947903156280518,0.35257595777511597,0.7500125765800476,0.25292277336120605,0.6798111200332642,0.4727555811405182,0.7320858836174011,-0.1397763192653656,0.9978979825973511,0.41390520334243774,0.725922703742981,0.13996648788452148,0.9920107126235962,0.4290567934513092,0.9866520762443542,-0.2015390843153,0.6333914995193481,0.37869691848754883,0.9522713422775269,0.07153184711933136,0.4351218342781067,0.4490409791469574,1.2132517099380493,-0.06112014502286911,0.2821407616138458,0.3932841420173645,1.188481092453003,0.1910432130098343,0.14194217324256897,0.4750712513923645,1.2450191974639893,-0.05147172138094902,0.2720414698123932,0.4120173454284668,1.226690411567688,0.19927538931369781,0.19470563530921936,0.3905015289783478,1.304963231086731,-0.1608157753944397,0.17849427461624146,0.3339245915412903,1.2726503610610962,0.10830239951610565,0.10748457163572311,11.87,14.74,17.89,Wrong Position,1,0
1,0.39181673526763916,0.279183566570282,-0.2595817446708679,0.9999683499336243,0.4024934768676758,0.25138041377067566,-0.2678307890892029,0.9999487400054932,0.4096294045448303,0.2481825053691864,-0.26807335019111633,0.9999571442604065,0.4181085228919983,0.24438293278217316,-0.26833876967430115,0.9999687075614929,0.3893747925758362,0.2547470033168793,-0.22753742337226868,0.9999081492424011,0.38663336634635925,0.254875510931015,-0.22733743488788605,0.9998587369918823,0.3833938241004944,0.2549801766872406,-0.22731104493141174,0.9998214840888977,0.44203925132751465,0.24797718226909637,-0.2233092337846756,0.9999839067459106,0.3952283561229706,0.2574394643306732,-0.040530361235141754,0.9997767210006714,0.40727829933166504,0.30175721645355225,-0.23941442370414734,0.9999828338623047,0.391690194606781,0.3043120801448822,-0.18587850034236908,0.999925434589386,0.4883350729942322,0.34663522243499756,-0.2878915071487427,0.9999973773956299,0.43412700295448303,0.3720609247684479,0.19337809085845947,0.9991915225982666,0.6154466271400452,0.4778295159339905,-0.3672599196434021,0.9995100498199463,0.4348347783088684,0.5126034617424011,0.35766685009002686,0.41632819175720215,0.6673582792282104,0.6337259411811829,-0.45122066140174866,0.9983598589897156,0.40593403577804565,0.6333543062210083,0.3162347674369812,0.6265017986297607,0.6883636116981506,0.6787233948707581,-0.5001057386398315,0.9948240518569946,0.3844164311885834,0.6701175570487976,0.33010825514793396,0.6058552265167236,0.659328043460846,0.690830647945404,-0.510123610496521,0.9951093196868896,0.38404589891433716,0.6663095951080322,0.2701815366744995,0.6251018643379211,0.64548259973526,0.678613007068634,-0.4530258774757385,0.9939037561416626,0.39440301060676575,0.6617526412010193,0.2898993194103241,0.6274913549423218,0.47348856925964355,0.7485286593437195,-0.13967087864875793,0.9979991316795349,0.425894558429718,0.7332173585891724,0.13988378643989563,0.9924125075340271,0.43167978525161743,0.9996561408042908,-0.2899598479270935,0.6400547027587891,0.34654659032821655,0.9290561079978943,0.12994061410427094,0.429512619972229,0.5606566667556763,0.9981870651245117,0.08582410216331482,0.26939505338668823,0.4035429060459137,1.1080185174942017,0.32014158368110657,0.14377355575561523,0.5782848596572876,0.9812355041503906,0.12778443098068237,0.27337905764579773,0.42801278829574585,1.1269327402114868,0.33672237396240234,0.20579524338245392,0.5630501508712769,1.1438443660736084,0.1413499414920807,0.17247115075588226,0.3713158369064331,1.2116618156433105,0.31290823221206665,0.1106523796916008,11.87,14.74,17.04,Wrong Position,1,0
1,0.3935130834579468,0.28008097410202026,-0.28591281175613403,0.9999693036079407,0.4033796787261963,0.25245726108551025,-0.2901695668697357,0.9999495148658752,0.4101642668247223,0.24909043312072754,-0.2903521656990051,0.9999577403068542,0.4184899926185608,0.24507126212120056,-0.29057547450065613,0.9999692440032959,0.3902563452720642,0.2559845745563507,-0.2555501163005829,0.9999122023582458,0.3875257968902588,0.2559691071510315,-0.2553478479385376,0.999865710735321,0.3842245042324066,0.2560567557811737,-0.25529205799102783,0.9998311996459961,0.44367727637290955,0.2479453831911087,-0.24033264815807343,0.9999837875366211,0.39651861786842346,0.2574802339076996,-0.08234263211488724,0.9997923374176025,0.41007423400878906,0.3022504150867462,-0.26423734426498413,0.9999827742576599,0.3955576717853546,0.3060406446456909,-0.2177799940109253,0.9999256730079651,0.4947759509086609,0.3461112380027771,-0.28858184814453125,0.9999971985816956,0.43577346205711365,0.371194452047348,0.1152779832482338,0.9991692304611206,0.6272681355476379,0.4746531546115875,-0.3500910699367523,0.9995267987251282,0.42038026452064514,0.5191470980644226,0.21384212374687195,0.4057585597038269,0.6714121699333191,0.6339372992515564,-0.43920159339904785,0.9983888268470764,0.35609880089759827,0.6453650593757629,0.10653223097324371,0.6253215670585632,0.6890538334846497,0.6808856725692749,-0.48532286286354065,0.9948298931121826,0.31889933347702026,0.6798057556152344,0.09160260856151581,0.60224449634552,0.6592162847518921,0.6910989284515381,-0.5003218650817871,0.9951277375221252,0.3096967339515686,0.6706495881080627,0.036357369273900986,0.621322512626648,0.6455447673797607,0.678074061870575,-0.4448515772819519,0.9939457774162292,0.3251262307167053,0.6639716029167175,0.07745614647865295,0.6248270869255066,0.4788455069065094,0.7272632718086243,-0.135915607213974,0.9978769421577454,0.4307907521724701,0.688851535320282,0.1360977441072464,0.9922035932540894,0.4121483266353607,0.9447136521339417,-0.2606387734413147,0.6603593826293945,0.288851797580719,0.7410984039306641,-0.07593132555484772,0.4551672339439392,0.46066492795944214,1.0831530094146729,-0.0019971097353845835,0.29942378401756287,0.337563157081604,0.967291533946991,0.1290169358253479,0.14819709956645966,0.4859996438026428,1.0806859731674194,0.016824420541524887,0.30257031321525574,0.3612641394138336,1.01674222946167,0.14869871735572815,0.21954508125782013,0.4264508783817291,1.2031828165054321,-0.04718303680419922,0.19283758103847504,0.28181540966033936,1.0937868356704712,0.11303597688674927,0.11359932273626328,11.87,14.74,16.23,Wrong Position,1,0
1,0.39291518926620483,0.2866741418838501,-0.32644525170326233,0.9999319314956665,0.40185546875,0.2591565251350403,-0.33015719056129456,0.9998833537101746,0.4079146981239319,0.2559376657009125,-0.3303963840007782,0.9998855590820312,0.4154279828071594,0.2526496648788452,-0.3306761682033539,0.9999336004257202,0.3887319266796112,0.2633167505264282,-0.29403620958328247,0.9998474717140198,0.3860258460044861,0.2634805142879486,-0.2938597500324249,0.9997408390045166,0.3829788267612457,0.2635881006717682,-0.293776273727417,0.999699592590332,0.4413774609565735,0.25219598412513733,-0.27308720350265503,0.999955952167511,0.3956610858440399,0.26250287890434265,-0.1051291674375534,0.9996131658554077,0.4098401963710785,0.30881115794181824,-0.3008313775062561,0.9999580979347229,0.3955402374267578,0.31518539786338806,-0.25191783905029297,0.9998455047607422,0.4954022765159607,0.348082572221756,-0.31662827730178833,0.9999964833259583,0.436781108379364,0.36831924319267273,0.1366925835609436,0.9990320801734924,0.6284157633781433,0.4744443893432617,-0.38169950246810913,0.9995133280754089,0.4221905767917633,0.5251127481460571,0.2570558786392212,0.3687392473220825,0.6725980639457703,0.6339138150215149,-0.4610065817832947,0.9982612133026123,0.35726261138916016,0.6347352266311646,0.16376052796840668,0.5762256383895874,0.688946545124054,0.6818877458572388,-0.5101659297943115,0.9943422675132751,0.32043421268463135,0.6698340773582458,0.15476015210151672,0.5583942532539368,0.6591735482215881,0.6912128925323486,-0.5281280279159546,0.994641900062561,0.31043916940689087,0.6512787342071533,0.09452684223651886,0.5763363838195801,0.6455861330032349,0.6773672103881836,-0.46755123138427734,0.993179976940155,0.3286438584327698,0.6601741313934326,0.13342976570129395,0.5808281898498535,0.4785981774330139,0.729225754737854,-0.14750239253044128,0.9980254173278809,0.4307529926300049,0.6831037402153015,0.14791765809059143,0.9929131269454956,0.3564503788948059,0.8999167680740356,-0.24662399291992188,0.6894702911376953,0.28494536876678467,0.6290675401687622,-0.02115858905017376,0.49382421374320984,0.39853355288505554,0.9650228023529053,0.07179581373929977,0.3136473000049591,0.2931773364543915,0.8552393317222595,0.07624796777963638,0.1897379457950592,0.41970205307006836,0.9649503827095032,0.1059943214058876,0.3224666714668274,0.3263504207134247,0.9075676798820496,0.08225210756063461,0.2671465277671814,0.3764851689338684,1.0299419164657593,0.11004476249217987,0.20869651436805725,0.20699796080589294,0.9369602799415588,0.055805087089538574,0.1558283120393753,11.87,14.74,16.27,Wrong Position,1,0
